slug,name,city,state,latitude,longitude,category,public_access,source,timezone,verified_at
white-bird-battlefield,White Bird Battlefield,White Bird,ID,45.77922,-116.27684,weird-history,open,https://www.nps.gov/places/white-bird-battlefield.htm,America/Los_Angeles,2026-09-10T14:41:12.757408+00:00
white-butte,White Butte,Amidon,ND,46.39492,-103.3014,roadside-oddities,limited,https://www.ndtourism.com/amidon/attractions-entertainment/family-fun/white-butte,America/Denver,2026-09-10T15:41:01.891131+00:00
white-cliffs-of-conoy,White Cliffs of Conoy,Conoy Township,PA,40.07237,-76.65304,weird-history,limited,https://www.discovermariettapa.org/business-directory/white-cliffs-of-conoy,America/New_York,2026-09-08T02:24:39.058393+00:00
white-dome-geyser,White Dome Geyser,Yellowstone National Park,WY,44.53931,-110.803,roadside-oddities,limited,https://www.nps.gov/yell/learn/nature/hydrothermal-features.htm,America/Denver,2026-09-10T19:07:50.075112+00:00
white-hall-state-historic-site,White Hall State Historic Site,Richmond,KY,37.83292,-84.35241,haunted,limited,https://visitrichmondky.com/listing/white-hall-state-historic-house/,America/New_York,2026-09-08T14:42:00.461026+00:00
white-horse-inn-white-horse-inn-bar,White Horse Inn;White Horse Inn & Bar,McDermitt,NV,41.998436,-117.719895,haunted,private,https://www.humboldtcountynv.gov/DocumentCenter/View/8501/HCC-031824,America/Los_Angeles,2026-09-05T22:12:28.444612+00:00
white-horse-tavern,White Horse Tavern,Newport,RI,41.4914,-71.31379,haunted,open,https://www.atlasobscura.com/places/white-horse-tavern,America/New_York,2026-09-09T04:49:27.913704+00:00
white-house-overlook-canyon-de-chelly,White House Overlook — Canyon de Chelly,Chinle,AZ,36.13614,-109.4709,weird-history,open,https://www.nps.gov/cach/planyourvisit/north-and-south-rim-drives.htm,America/Denver,2026-09-10T19:46:38.653299+00:00
white-mana-diner,White Mana Diner,Jersey City,NJ,40.74706,-74.06157,roadside-oddities,open,https://www.atlasobscura.com/places/white-mana-diner,America/New_York,2026-09-08T17:48:18.566953+00:00
white-mountain-dinosaur-exploration-center,White Mountain Dinosaur Exploration Center,Springerville,AZ,34.13326,-109.28564,museums,limited,https://zdig.org/,America/Phoenix,2026-09-10T19:46:38.653299+00:00
white-mountain-petroglyphs,White Mountain Petroglyphs,Sweetwater County,WY,41.88955,-109.25976,weird-history,limited,https://www.blm.gov/visit/white-mountain-petroglyphs,America/Denver,2026-09-10T19:07:50.075112+00:00
white-oaks-historic-ghost-town,White Oaks Historic Ghost Town,White Oaks,NM,33.74646,-105.7342,weird-history,open,https://www.newmexico.org/places-to-visit/ghost-towns/white-oaks/,America/Denver,
white-pine-public-museum,White Pine Public Museum,Ely,NV,39.25281,-114.87827,museums,open,https://wpmuseum.org/,America/Los_Angeles,
white-rock-lake-lady-of-the-lake-legend,White Rock Lake - Lady of the Lake Legend,Dallas,TX,32.83114,-96.72288,haunted,open,https://www.dallasparks.org/,America/Chicago,2026-09-09T15:39:42.513669+00:00
white-sands-missile-range-museum,White Sands Missile Range Museum,White Sands Missile Range,NM,32.38473,-106.47841,weird-history,limited,https://history.army.mil/Army-Museum-Enterprise/Find-an-Army-Museum/White-Sands-Missile-Range-Museum/,America/Denver,
white-sands-national-park-visitor-center-dunes,White Sands National Park Visitor Center & Dunes,Alamogordo,NM,32.77908,-106.17119,roadside-oddities,open,https://www.nps.gov/whsa/,America/Denver,
white-shaman-preserve,White Shaman Preserve,Comstock,TX,29.62435,-101.1806,weird-history,limited,https://www.wittemuseum.org/white-shaman-preserve/,America/Chicago,2026-09-09T15:39:42.513669+00:00
white-squirrels-of-olney,White Squirrels of Olney,Olney,IL,38.73557,-88.09397,roadside-oddities,open,https://www.ci.olney.il.us/,America/Chicago,2026-09-09T13:01:50.8603+00:00
whitehaven-welcome-center,Whitehaven Welcome Center,Paducah,KY,37.05087,-88.65298,haunted,open,https://www.kentuckytourism.com/events/hauntedkentucky,America/Chicago,2026-09-08T14:15:10.228298+00:00
whitehead-memorial-museum,Whitehead Memorial Museum,Del Rio,TX,29.36131,-100.89907,museums,open,https://www.whiteheadmuseum.org/,America/Chicago,2026-09-09T15:39:42.513669+00:00
whitesbog-historic-village,Whitesbog Historic Village,Pemberton Township,NJ,39.95945,-74.50956,weird-history,open,https://whitesbog.org/,America/New_York,2026-09-08T17:48:18.566953+00:00
whitestone-hill-state-historic-site,Whitestone Hill State Historic Site,Kulm,ND,46.16888,-98.85664,weird-history,limited,https://www.ndtourism.com/kulm/history/historic-sites/whitestone-hill-state-historic-site,America/Chicago,2026-09-10T15:41:01.891131+00:00
whitney-plantation,Whitney Plantation,Wallace,LA,30.03994,-90.64908,weird-history,limited,https://www.whitneyplantation.org/,America/Chicago,2026-09-09T13:02:15.154818+00:00
who-north-america,Who North America,Camby,IN,39.63295,-86.34522,museums,limited,https://www.visitindy.com/directory/who-north-america/,America/Indiana/Indianapolis,2026-09-08T13:20:58.818667+00:00
whydah-pirate-museum,Whydah Pirate Museum,West Yarmouth,MA,41.65004,-70.22501,museums,limited,https://www.discoverpirates.com/,America/New_York,2026-09-09T04:43:56.902716+00:00
wichahpi-commemorative-stone-wall,Wichahpi Commemorative Stone Wall,Florence,AL,34.9473,-87.82267,roadside-oddities,open,https://www.spacesarchives.org/explore/search-the-online-collection/tom-hendrix/,America/Chicago,2026-09-09T12:59:35.538091+00:00
wickersham-state-historic-site,Wickersham State Historic Site,Juneau,AK,58.30094,-134.41455,weird-history,limited,https://dnr.alaska.gov/parks/aspunits/southeast/wickershamshp.htm,America/Anchorage,2026-09-10T21:00:19.829278+00:00
widow-jane-mine,Widow Jane Mine,Rosendale,NY,41.84284,-74.09827,weird-history,limited,https://www.centuryhouse.org/,America/New_York,2026-09-08T02:40:05.196871+00:00
widow-susan-road,Widow Susan Road,Amsterdam,NY,42.92811,-74.16155,haunted,roadside,https://www.wgpfoundation.org/historic-markers/widow-susan-road/,America/New_York,2026-09-07T16:22:52.387536+00:00
wiggly-bridge,Wiggly Bridge,York,ME,43.13645,-70.64768,roadside-oddities,open,https://www.atlasobscura.com/places/wiggly-bridge,America/New_York,2026-09-09T04:54:23.476824+00:00
wigwam-motel,Wigwam Motel,San Bernardino,CA,34.10732,-117.35001,roadside-oddities,open,https://sleepinawigwam.com/,America/Phoenix,2026-09-10T19:46:38.653299+00:00
wigwam-village-no-2,Wigwam Village No. 2,Cave City,KY,37.14528,-85.9455,roadside-oddities,limited,https://www.atlasobscura.com/places/wigwam-village-2,America/Chicago,2026-09-08T14:15:10.228298+00:00
wild-blueberry-land,Wild Blueberry Land,Columbia Falls,ME,44.64847,-67.70708,roadside-oddities,limited,https://www.wildblueberryland.com/contact/,America/New_York,2026-09-09T04:54:23.476824+00:00
wild-geese-flock-together,Wild Geese: Flock Together,Lewistown,PA,40.59749,-77.57718,roadside-oddities,roadside,https://www.atlasobscura.com/places/geese-flock-together,America/New_York,2026-09-08T02:24:39.058393+00:00
wildcat-den-state-park,Wildcat Den State Park,Muscatine,IA,41.4788,-91.0717,roadside-oddities,open,https://www.iowadnr.gov/places-go/state-parks/all-parks/wildcat-den-state-park,America/Chicago,2026-09-09T14:49:42.407907+00:00
wilder-brigade-monument-tower,Wilder Brigade Monument Tower,Fort Oglethorpe,GA,34.90744,-85.27244,weird-history,limited,https://www.nps.gov/chch/learn/historyculture/chickamauga-battlefield.htm,America/New_York,2026-09-09T15:16:01.869371+00:00
wildrose-charcoal-kilns,Wildrose Charcoal Kilns,Death Valley,CA,36.24602,-117.07665,weird-history,limited,https://www.nps.gov/deva/,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
wildwood-inn-tropical-dome-and-theme-suites,Wildwood Inn Tropical Dome and Theme Suites,Florence,KY,38.98558,-84.64825,roadside-oddities,limited,https://www.wildwoodinnky.com/hotel-rooms-theme-based-wildwood-inn-florence-ky.html,America/New_York,2026-09-08T14:42:00.461026+00:00
wildwood-sanitarium,Wildwood Sanitarium,Salamanca,NY,42.15829,-78.6924,haunted,limited,https://hauntedhistorytrail.com/explore/wildwood-sanitarium,America/New_York,2026-09-08T01:35:27.513733+00:00
wilhelm-reich-museum-at-orgonon,Wilhelm Reich Museum at Orgonon,Rangeley,ME,44.98442,-70.71083,museums,limited,https://www.atlasobscura.com/places/wilhelm-reich-museum,America/New_York,2026-09-09T04:54:23.476824+00:00
willa-cather-memorial-prairie,Willa Cather Memorial Prairie,Red Cloud,NE,40.00398,-98.52316,weird-history,open,https://www.willacather.org/willa-cather-memorial-prairie,America/Chicago,2026-09-10T04:05:59.654525+00:00
willard-library-grey-lady,Willard Library Grey Lady,Evansville,IN,37.97836,-87.57404,haunted,open,https://www.willardlib.org/ghost-cams,America/Chicago,2026-09-08T13:20:58.818667+00:00
willcox-playa,Willcox Playa,Willcox,AZ,32.14285,-109.85088,roadside-oddities,limited,https://www.azgfd.com/location/willcox-playa-wildlife-area/,America/Phoenix,2026-09-10T19:46:38.653299+00:00
willey-house-historic-site,Willey House Historic Site,Hart's Location,NH,44.16646,-71.38563,weird-history,limited,https://www.nhstateparks.org/find-parks-trails/crawford-notch-state-park,America/New_York,2026-09-09T04:49:39.808526+00:00
william-g-bruces-granite-dog-grave,William G. Bruce's Granite Dog Grave,Mont Vernon,NH,42.89453,-71.67424,weird-history,limited,https://www.atlasobscura.com/places/william-g-bruce-grave,America/New_York,2026-09-09T04:49:39.808526+00:00
william-goebel-assassination-site,William Goebel Assassination Site,Frankfort,KY,38.19853,-84.87788,weird-history,open,https://www.atlasobscura.com/places/site-william-goebel-assassination,America/New_York,2026-09-08T14:30:49.642487+00:00
william-kent-charitable-foundation,William Kent Charitable Foundation,Durham,CT,41.44697,-72.72748,roadside-oddities,limited,https://www.atlasobscura.com/places/william-kent-charitable-foundation,America/New_York,2026-09-08T18:39:47.144889+00:00
william-mckinley-coffee-break-monument,William McKinley Coffee Break Monument,Wilmington,DE,39.75102,-75.54791,weird-history,open,https://www.roadsideamerica.com/location/de,America/New_York,2026-09-08T18:31:51.932734+00:00
william-p-didusch-center-for-urologic-history,William P. Didusch Center for Urologic History,Linthicum Heights,MD,39.20978,-76.67239,museums,limited,https://urologichistory.museum/,America/New_York,2026-09-08T03:48:11.440333+00:00
williamson-coal-house,Williamson Coal House,Williamson,WV,37.67194,-82.27778,roadside-oddities,open,https://wvtourism.com/town-guide-williamson/,America/New_York,2026-09-08T03:11:33.200322+00:00
willingboro-futuro-house,Willingboro Futuro House,Willingboro,NJ,40.0269,-74.90915,roadside-oddities,roadside,https://thefuturohouse.com/Futuro-Willingboro-New-Jersey-USA.html,America/New_York,2026-09-08T17:48:18.566953+00:00
willow-creek-china-flat-museum-bigfoot-collection,Willow Creek-China Flat Museum & Bigfoot Collection,Willow Creek,CA,40.94025,-123.632115,cryptids,limited,https://www.thebigfootmuseum.com/,America/Los_Angeles,2026-09-05T12:48:08.486466+00:00
wilmington-western-railroad,Wilmington & Western Railroad,Wilmington,DE,39.73917,-75.63209,museums,limited,https://www.atlasobscura.com/places/wilmington-western-railroad,America/New_York,2026-09-08T18:31:51.932734+00:00
wilson-castle,Wilson Castle,Proctor,VT,43.61218,-73.02763,haunted,limited,https://www.atlasobscura.com/places/wilson-castle,America/New_York,2026-09-08T16:08:01.377449+00:00
wilson-muffler-man,Wilson Muffler Man,Wilson,NC,35.7168,-77.90636,roadside-oddities,roadside,https://www.roadsideamerica.com/location/nc,America/New_York,2026-09-09T05:34:33.398594+00:00
wilton-candy-kitchen,Wilton Candy Kitchen,Wilton,IA,41.5886,-91.0168,weird-history,open,https://wiltoncandykitchen.com/,America/Chicago,2026-09-09T14:49:42.407907+00:00
winchester-mystery-house,Winchester Mystery House,San Jose,CA,37.31828,-121.95135,haunted,limited,https://winchestermysteryhouse.com/,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
wind-cave-national-park-natural-entrance-visitor-center,Wind Cave National Park — Natural Entrance & Visitor Center,Hot Springs,SD,43.55611,-103.47722,roadside-oddities,limited,https://www.nps.gov/wica/,America/Denver,2026-09-10T18:11:24.763182+00:00
windlass-hill,Windlass Hill,Lewellen,NE,41.2609,-102.11519,weird-history,open,https://www.nps.gov/places/000/windlass-hill.htm,America/Denver,2026-09-10T04:05:59.654525+00:00
windley-key-fossil-reef-geological-state-park,Windley Key Fossil Reef Geological State Park,Islamorada,FL,24.95131,-80.60375,roadside-oddities,open,https://www.floridastateparks.org/parks-and-trails/windley-key-fossil-reef-geological-state-park,America/New_York,2026-09-09T13:54:54.613604+00:00
windover-archaeological-site-marker,Windover Archaeological Site Marker,Titusville,FL,28.59832,-80.80732,weird-history,roadside,https://dos.fl.gov/historical/,America/New_York,2026-09-09T13:54:54.613604+00:00
window-rock-navajo-tribal-park-veterans-memorial,Window Rock Navajo Tribal Park & Veterans Memorial,Window Rock,AZ,35.67735,-109.05266,roadside-oddities,open,https://www.discovernavajo.com/,America/Denver,2026-09-10T19:46:38.653299+00:00
windows-of-aurora-abandoned-building-murals,Windows of Aurora — Abandoned Building Murals,Aurora,IN,39.05718,-84.90144,roadside-oddities,roadside,https://www.roadsideamerica.com/tip/61267,America/Indiana/Indianapolis,2026-09-08T13:53:25.695107+00:00
windsor-hotel,Windsor Hotel,Americus,GA,32.07194,-84.23389,roadside-oddities,limited,https://www.windsor-americus.com/,America/New_York,2026-09-09T15:16:01.869371+00:00
windsor-mounds,Windsor Mounds,Port Gibson,MS,31.94599,-91.1265,weird-history,roadside,https://trails.mdah.ms.gov/windsor,America/Chicago,2026-09-09T12:59:48.572362+00:00
windsor-ruins,Windsor Ruins,Port Gibson,MS,31.94071,-91.12928,weird-history,open,https://visitmississippi.org/things-to-do/architecture/windsor-ruins/,America/Chicago,2026-09-09T12:59:48.572362+00:00
winegar-cemeterys-mysterious-glowing-grave,Winegar Cemetery's Mysterious Glowing Grave,Byron Center,MI,42.79347,-85.75046,haunted,limited,https://www.roadsideamerica.com/tip/2863,America/Detroit,2026-09-08T15:31:15.588137+00:00
winfield-ghost-town,Winfield Ghost Town,Winfield,CO,38.9847,-106.4409,weird-history,limited,https://www.colorado.com/articles/colorado-ghost-towns,America/Denver,2026-09-10T19:13:08.906905+00:00
winganon-space-capsule,Winganon Space Capsule,Talala,OK,36.58278,-95.65164,roadside-oddities,roadside,https://www.travelok.com/Roadside_Oddities,America/Chicago,
wings-over-miami-air-museum,Wings Over Miami Air Museum,Miami,FL,25.64944,-80.43235,museums,limited,https://www.wingsovermiami.com/,America/New_York,2026-09-09T13:54:54.613604+00:00
wings-over-the-rockies-air-space-museum,Wings Over the Rockies Air & Space Museum,Denver,CO,39.72107,-104.89554,museums,open,https://wingsmuseum.org/,America/Denver,2026-09-10T19:13:08.906905+00:00
winnekenni-castle,Winnekenni Castle,Haverhill,MA,42.78794,-71.06374,roadside-oddities,limited,https://www.atlasobscura.com/places/winnekenni-castle,America/New_York,2026-09-09T04:43:56.902716+00:00
winterville-mounds,Winterville Mounds,Greenville,MS,33.48635,-91.064,weird-history,open,https://trails.mdah.ms.gov/winterville,America/Chicago,2026-09-09T12:59:48.572362+00:00
wire-bridge,Wire Bridge,New Portland,ME,44.92526,-70.02246,roadside-oddities,open,https://www.atlasobscura.com/places/wire-bridge,America/New_York,2026-09-09T04:54:23.476824+00:00
wisconsin-automotive-museum,Wisconsin Automotive Museum,Hartford,WI,43.32023,-88.38097,museums,open,https://wisconsinautomuseum.com/,America/Chicago,2026-09-09T13:02:00.307533+00:00
wisconsin-concrete-park,Wisconsin Concrete Park,Phillips,WI,45.67136,-90.39039,roadside-oddities,open,https://www.wisconsinconcretepark.org/,America/Chicago,2026-09-09T13:02:00.307533+00:00
wisconsin-cranberry-discovery-center,Wisconsin Cranberry Discovery Center,Warrens,WI,44.13094,-90.50057,museums,limited,https://www.discovercranberries.com/,America/Chicago,2026-09-09T13:02:00.307533+00:00
wisconsin-maritime-museum-and-uss-cobia,Wisconsin Maritime Museum and USS Cobia,Manitowoc,WI,44.09295,-87.65566,museums,open,https://www.wisconsinmaritime.org/,America/Chicago,2026-09-09T13:02:00.307533+00:00
wisteria-vine-worlds-largest-blossoming-plant,"Wisteria Vine, Worlds Largest Blossoming Plant",Sierra Madre,CA,34.170884,-118.05739,roadside-oddities,limited,https://www.sierramadreca.gov/life-wellness/library/sierra-madre-historical-archives/,America/Los_Angeles,2026-09-06T21:21:44.179039+00:00
witch-board-museum-baltimore,Witch Board Museum Baltimore,Baltimore,MD,39.33086,-76.62962,museums,open,https://www.salemwitchboardmuseum.com/copy-of-home-2,America/New_York,2026-09-08T03:48:11.440333+00:00
witch-dance,Witch Dance,Houston,MS,33.91162,-88.939,folklore,open,https://www.nps.gov/natr/planyourvisit/places-to-go.htm,America/Chicago,2026-09-09T12:59:48.572362+00:00
witch-dungeon-museum,Witch Dungeon Museum,Salem,MA,42.52257,-70.89719,haunted,limited,https://www.atlasobscura.com/places/witch-dungeon-museum,America/New_York,2026-09-09T04:43:56.902716+00:00
witch-history-museum,Witch History Museum,Salem,MA,42.52149,-70.89406,haunted,limited,https://www.witchhistorymuseum.com/,America/New_York,2026-09-09T04:43:56.902716+00:00
witch-mansion-haunted-house,Witch Mansion Haunted House,Salem,MA,42.521794,-70.89348,haunted,limited,https://www.witchmansion.com/,America/New_York,2026-09-05T22:12:28.444612+00:00
witch-of-pungo-statue,Witch of Pungo Statue,Virginia Beach,VA,36.86612,-76.13182,folklore,open,https://www.roadsideamerica.com/tip/34645,America/New_York,2026-09-08T04:02:08.563059+00:00
witch-rock,Witch Rock,Rochester,MA,41.72628,-70.84029,folklore,private,https://www.atlasobscura.com/places/witch-rock,America/New_York,2026-09-09T04:43:56.902716+00:00
witch-windows-of-craftsbury,Witch Windows of Craftsbury,Craftsbury,VT,44.63672,-72.37261,folklore,roadside,https://www.atlasobscura.com/places/witch-windows,America/New_York,2026-09-08T16:08:01.377449+00:00
witches-gulch,Witches Gulch,Wisconsin Dells,WI,43.66739,-89.78874,roadside-oddities,limited,https://www.dellsboats.com/,America/Chicago,2026-09-09T13:02:00.307533+00:00
witchs-dungeon-classic-movie-museum,Witch's Dungeon Classic Movie Museum,Plainville,CT,41.67346,-72.86261,museums,limited,https://www.atlasobscura.com/places/witchs-dungeon,America/New_York,2026-09-08T18:39:47.144889+00:00
witchs-hat-depot-museum,Witch's Hat Depot Museum,South Lyon,MI,42.45479,-83.65352,museums,limited,https://www.downtownsouthlyon.com/visit/,America/Detroit,2026-09-08T15:12:49.285859+00:00
witchs-tower,Witch's Tower,Kettering,OH,39.70992,-84.18012,haunted,limited,https://www.daytondailynews.com/what-to-do/the-ghostly-tales-behind-hills-dales-witchs-tower/M55XOSN3I5CTJKSAAITLOOPG4E/,America/New_York,2026-09-08T01:49:16.338406+00:00
withers-collection-museum-gallery,Withers Collection Museum & Gallery,Memphis,TN,35.13938,-90.05035,weird-history,open,https://thewitherscollection.com/,America/Chicago,2026-09-09T12:59:24.207387+00:00
wk-gordon-center-for-industrial-history-of-texas,W.K. Gordon Center for Industrial History of Texas,Mingus,TX,32.50463,-98.42376,weird-history,open,https://www.tarleton.edu/gordoncenter/,America/Chicago,2026-09-09T15:39:42.513669+00:00
wonder-house,Wonder House,Bartow,FL,27.87493,-81.83394,roadside-oddities,limited,https://www.wonderhousebartow.com/,America/New_York,2026-09-09T13:54:54.613604+00:00
wonder-world-cave,Wonder World Cave,San Marcos,TX,29.87931,-97.93906,roadside-oddities,open,https://www.wonderworldpark.com/,America/Chicago,2026-09-09T15:39:42.513669+00:00
wonderland-cave,Wonderland Cave,Nemo,SD,44.27383,-103.50126,roadside-oddities,limited,https://wonderlandcave.com/,America/Denver,2026-09-10T18:11:24.763182+00:00
wonderworks-orlando,WonderWorks Orlando,Orlando,FL,28.4337,-81.47145,roadside-oddities,roadside,https://www.wonderworksonline.com/orlando/,America/New_York,2026-09-09T13:54:54.613604+00:00
wonderworks-upside-down-building,WonderWorks Upside-Down Building,Myrtle Beach,SC,33.71686,-78.88433,roadside-oddities,limited,https://www.wonderworksonline.com/myrtle-beach/location-info/,America/New_York,2026-09-09T05:53:13.784429+00:00
wood-county-museum,Wood County Museum,Bowling Green,OH,41.35028,-83.61586,weird-history,open,https://woodcountyhistory.org/visit/,America/New_York,2026-09-08T01:52:19.873287+00:00
wood-island-lighthouse,Wood Island Lighthouse,Biddeford Pool,ME,43.45679,-70.32898,haunted,limited,https://lighthousefoundation.org/lighthouses/wood-island-light/,America/New_York,2026-09-09T04:54:23.476824+00:00
woodbooger-statue-and-sanctuary,Woodbooger Statue and Sanctuary,Norton,VA,36.91951,-82.62718,cryptids,open,https://www.nortonva.gov/455/Woodbooger-Sanctuary,America/New_York,2026-09-08T04:02:08.563059+00:00
woodburn-the-governors-haunted-house,Woodburn — The Governor's Haunted House,Dover,DE,39.16097,-75.52378,haunted,limited,https://archives.delaware.gov/2010/03/17/haunted-delaware/,America/New_York,2026-09-08T18:31:51.932734+00:00
woodland-cemetery-and-sumner-knight-chapel,Woodland Cemetery and Sumner Knight Chapel,Keene,NH,42.94322,-72.2686,haunted,limited,https://www.hauntedplaces.org/item/sumner-knight-chapel-woodland-cemetery/,America/New_York,2026-09-09T04:49:39.808526+00:00
woodman-museum-oddities,Woodman Museum Oddities,Dover,NH,43.18969,-70.8747,museums,limited,https://woodmanmuseum.org/,America/New_York,2026-09-09T04:49:39.808526+00:00
woodrow-wilsons-canoe,Woodrow Wilson's Canoe,Old Lyme,CT,41.32574,-72.32694,weird-history,open,https://www.roadsideamerica.com/tip/67054,America/New_York,2026-09-08T19:51:22.001704+00:00
woodruff-fontaine-house-museum,Woodruff-Fontaine House Museum,Memphis,TN,35.14498,-90.03767,haunted,limited,https://woodruff-fontaine.org/,America/Chicago,2026-09-09T12:59:24.207387+00:00
woods-bay-state-park,Woods Bay State Park,Olanta,SC,33.94599,-79.99285,roadside-oddities,open,https://southcarolinaparks.com/woods-bay,America/New_York,2026-09-09T05:53:13.784429+00:00
woodward-cave,Woodward Cave,Haines Township,PA,40.88944,-77.38819,roadside-oddities,limited,https://www.atlasobscura.com/places/woodward-cave,America/New_York,2026-09-08T02:24:39.058393+00:00
wooldridge-monuments,Wooldridge Monuments,Mayfield,KY,36.74948,-88.63653,weird-history,open,https://www.roadsideamerica.com/story/2504,America/Chicago,2026-09-08T14:15:10.228298+00:00
woolly-mammoth-antiques-oddities,Woolly Mammoth Antiques & Oddities,Chicago,IL,41.97608,-87.66898,roadside-oddities,limited,https://www.woollymammothchicago.com/,America/Chicago,2026-09-09T13:01:50.8603+00:00
woolsey-memorial-airport,Woolsey Memorial Airport,Northport,MI,45.16435,-85.57548,weird-history,limited,https://www.atlasobscura.com/places/woolsey-memorial-airport,America/Detroit,2026-09-08T15:38:13.436959+00:00
wordens-ledges,Worden's Ledges,Hinckley Township,OH,41.20362,-81.71882,roadside-oddities,limited,https://www.atlasobscura.com/places/wordens-ledges,America/New_York,2026-09-08T02:02:43.398883+00:00
working-mens-institute,Working Men's Institute,New Harmony,IN,38.12867,-87.93636,museums,open,https://www.atlasobscura.com/places/working-mens-institute,America/Chicago,2026-09-08T13:34:34.826362+00:00
world-aids-museum,World AIDS Museum,Fort Lauderdale,FL,26.15558,-80.11563,museums,limited,https://worldaidsmuseum.org/,America/New_York,2026-09-09T13:54:54.613604+00:00
world-famous-clown-motel,World-Famous Clown Motel,Tonopah,NV,38.07229,-117.23765,haunted,open,https://www.theclownmotelusa.com/,America/Los_Angeles,
world-famous-crochet-museum,World Famous Crochet Museum,Joshua Tree,CA,34.1349,-116.3138,museums,limited,https://www.artqueen.com/,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
world-famous-tree-house,World Famous Tree House,Piercy,CA,39.88142,-123.75264,roadside-oddities,limited,https://www.roadsideamerica.com/tip/13769,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
world-food-prize-hall-of-laureates,World Food Prize Hall of Laureates,Des Moines,IA,41.5857,-93.6226,roadside-oddities,limited,https://www.worldfoodprize.org/,America/Chicago,2026-09-09T14:49:42.407907+00:00
world-museum-of-mining,World Museum of Mining,Butte,MT,46.00937,-112.56968,weird-history,limited,https://miningmuseum.org/,America/Denver,2026-09-10T04:28:19.411664+00:00
world-peace-bell,World Peace Bell,Newport,KY,39.09227,-84.49574,roadside-oddities,open,https://www.towerbells.org/data/NAOtherGreatBells.html,America/New_York,2026-09-08T14:30:49.642487+00:00
world-s-biggest-frying-pan,World's Biggest Frying Pan,Long Beach,WA,46.349034,-124.054282,roadside-oddities,roadside,https://www.roadsideamerica.com/story/2972,America/Los_Angeles,2026-09-06T21:21:44.179039+00:00
world-s-biggest-gold-pan,Nome Giant Gold Pan,Nome,AK,64.500439,-165.408315,roadside-oddities,roadside,https://www.visitnomealaska.com/summer,America/Nome,2026-09-06T21:21:44.179039+00:00
world-s-biggest-pencil,Casey Big Pencil,Casey,IL,39.299277,-87.993148,roadside-oddities,roadside,https://www.bigthingssmalltown.com/yardstick-pencil,America/Chicago,2026-09-06T21:21:44.179039+00:00
world-s-biggest-yard-stick,Casey Big Yardstick,Casey,IL,39.299351,-87.992062,roadside-oddities,roadside,https://www.bigthingssmalltown.com/yardstick-pencil,America/Chicago,2026-09-06T21:21:44.179039+00:00
world-s-largest-amish-chair,World's Largest Amish Chair,Blairsville,GA,34.843965,-83.935105,roadside-oddities,roadside,https://www.roadsideamerica.com/tip/38152,America/New_York,2026-09-06T21:21:44.179039+00:00
world-s-largest-apple,World's Largest Apple,Winchester,VA,39.186615,-78.166452,roadside-oddities,roadside,https://www.roadsideamerica.com/story/4032,America/New_York,2026-09-06T21:21:44.179039+00:00
world-s-largest-apple-basket,World's Largest Apple Basket,Frazeysburg,OH,40.1355,-82.083138,roadside-oddities,private,https://www.roadsideamerica.com/tip/2586,America/New_York,2026-09-06T21:21:44.179039+00:00
world-s-largest-ball-of-sisal-twine,World's Largest Ball of Sisal Twine,Cawker City,KS,39.509227,-98.433692,roadside-oddities,roadside,https://www.cawkercitykansas.com/,America/Chicago,2026-09-06T21:21:44.179039+00:00
world-s-largest-ball-of-twine-made-by-one-man,World's Largest Ball of Twine Made By One Man,Darwin,MN,45.096339,-94.410164,roadside-oddities,roadside,https://www.darwintwineball.com/twineball.html,America/Chicago,2026-09-06T21:21:44.179039+00:00
world-s-largest-basket,World's Largest Basket,Dresden,OH,40.12397,-82.012013,roadside-oddities,roadside,https://destinationdresden.com/worlds-largest-basket/,America/New_York,2026-09-06T21:21:44.179039+00:00
world-s-largest-bowie-knife,World's Largest Bowie Knife,Bowie,TX,33.547184,-97.832162,roadside-oddities,roadside,https://cityofbowietx.com/384/Worlds-Largest-Bowie-Knife,America/Chicago,2026-09-06T21:21:44.179039+00:00
world-s-largest-buffalo,World's Largest Buffalo,Jamestown,ND,46.889295,-98.698575,roadside-oddities,roadside,https://discoverjamestownnd.com/fun-things-to-do-in-jamestown-nd/all-things-buffalo/worlds-largest-buffalo-monument/,America/Chicago,2026-09-06T21:21:44.179039+00:00
world-s-largest-bullhead,World's Largest Bullhead,Crystal Lake,IA,43.225496,-93.790098,roadside-oddities,roadside,https://www.roadsideamerica.com/tip/4339,America/Chicago,2026-09-06T21:21:44.179039+00:00
world-s-largest-catsup-bottle,World's Largest Catsup Bottle,Collinsville,IL,38.662906,-89.982241,roadside-oddities,roadside,https://www.catsupbottle.com/index.html,America/Chicago,2026-09-06T21:21:44.179039+00:00
world-s-largest-cherry-pie-pan,World's Largest Cherry Pie - Pan,Traverse City,MI,44.736254,-85.625162,roadside-oddities,roadside,https://sanweb.lib.msu.edu/DMC/MFN/1987/1987-10.pdf,America/Detroit,2026-09-06T21:21:44.179039+00:00
